date,actual,logit_prob,xgb_prob
2018-05-01,0.0,0.005349320183309329,0.0026061458
2018-06-01,0.0,0.00298763630276752,0.0016357532
2018-07-01,0.0,0.004917565596823019,0.00050704007
2018-08-01,0.0,0.0052742204817905715,0.0005428127
2018-09-01,0.0,0.003955495930304461,0.0007569492
2018-10-01,0.0,0.014909518325856649,0.0014616993
2018-11-01,0.0,0.03670690115560973,0.004640586
2018-12-01,0.0,0.021081898928920748,0.00074393256
2019-01-01,0.0,0.023548867286910913,0.0023080332
2019-02-01,0.0,0.1224137766911505,0.0013708789
2019-03-01,0.0,0.24923138579718523,0.037707083
2019-04-01,0.0,0.12494946019449492,0.032495983
2019-05-01,0.0,0.09643485065180507,0.04991414
2019-06-01,0.0,0.05978229308818367,0.053782947
2019-07-01,0.0,0.36893899255392776,0.23493555
2019-08-01,0.0,0.16241617824185448,0.4453419
2019-09-01,0.0,0.15968839824489228,0.83543515
2019-10-01,0.0,0.29249717110159873,0.38388285
2019-11-01,0.0,0.22724267365479825,0.06517187
2019-12-01,0.0,0.2087301857540537,0.2525135
2020-01-01,0.0,0.1375557108524724,0.29185092
2020-02-01,0.0,0.11082423026821454,0.084538996
2020-03-01,1.0,0.2262873520970154,0.6393494
2020-04-01,1.0,0.9980183809051816,0.77834505
2020-05-01,0.0,0.9999068375143307,0.9917882
2020-06-01,0.0,0.9938232895011374,0.9379019
2020-07-01,0.0,0.9409126529834816,0.85150284
2020-08-01,0.0,0.39599730989218623,0.57291013
2020-09-01,0.0,0.9916130385307932,0.039597247
2020-10-01,0.0,0.9999999995529283,0.0016371921
2020-11-01,0.0,3.709005774334708e-11,0.0012055575
2020-12-01,0.0,4.2548481874618225e-10,0.006273739
2021-01-01,0.0,1.361327666100373e-05,0.0025216101
2021-02-01,0.0,0.00036674282066527476,0.002539132
2021-03-01,0.0,0.0034729878277314705,0.01304794
2021-04-01,0.0,0.003724512170622403,0.04284888
2021-05-01,0.0,0.005774953500336102,0.018764814
2021-06-01,0.0,0.041028398902564746,0.19173035
2021-07-01,0.0,0.19678548132359702,0.71868724
2021-08-01,0.0,0.31367787878778103,0.39324123
2021-09-01,0.0,0.004155617445124552,0.03253982
2021-10-01,0.0,0.053667802260614565,0.017306315
2021-11-01,0.0,0.034415854665298624,0.002448951
2021-12-01,0.0,0.07708730428664752,0.039568942
2022-01-01,0.0,0.05301108735452405,0.0067199515
2022-02-01,0.0,0.015139170487266854,0.020207634
2022-03-01,0.0,0.015100666795096918,0.011948279
2022-04-01,0.0,0.004388810833616156,0.014255254
2022-05-01,0.0,0.010238533182909744,0.030543897
